query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
Q9I786	1zbp-assembly1.cif.gz_A	0.217	77	59	0	39	115	2	77	5.696E+00	44
Q9I786	5zyq-assembly1.cif.gz_A	0.121	74	60	0	40	113	172	240	7.489E+00	44
Q9I786	4jhr-assembly1.cif.gz_B	0.183	86	65	0	35	115	121	206	8.355E+00	44
Q9I786	6swu-assembly1.cif.gz_A	0.153	95	69	0	32	114	8	102	4.102E+00	44
Q9I786	4gtv-assembly1.cif.gz_A	0.148	129	90	0	6	112	167	295	1.618E+00	44
Q9I786	3ieg-assembly2.cif.gz_B	0.132	80	63	0	33	112	124	197	9.845E+00	44
Q9I786	5l9t-assembly1.cif.gz_Y	0.124	132	96	0	5	115	7	138	1.373E+00	44
Q9I786	8bpo-assembly1.cif.gz_t2	0.212	47	34	0	67	110	204	250	6.017E+00	44
Q9I786	5udi-assembly1.cif.gz_A	0.190	95	62	0	39	115	254	348	3.120E+00	44
Q9I786	7obe-assembly1.cif.gz_A	0.142	109	69	0	34	114	14	122	1.907E+00	44
Q9I786	7qe7-assembly1.cif.gz_Q	0.182	92	67	0	33	115	380	471	4.577E+00	44
Q9I786	8g0l-assembly1.cif.gz_B	0.181	99	71	0	6	104	54	141	2.954E+00	44
Q9I786	7o04-assembly1.cif.gz_B	0.126	110	86	0	6	115	2	100	5.393E+00	43
Q9I786	5l0y-assembly4.cif.gz_D	0.153	105	86	0	10	114	27	129	3.481E+00	43
Q9I786	7kal-assembly1.cif.gz_F	0.090	111	86	0	5	99	36	146	3.120E+00	43
Q9I786	7aie-assembly1.cif.gz_A	0.162	80	64	0	39	115	98	177	4.102E+00	43
Q9I786	2vq2-assembly1.cif.gz_A-2	0.182	82	57	0	33	114	10	80	5.696E+00	43
Q9I786	4i17-assembly1.cif.gz_A	0.097	88	79	0	28	115	1	88	4.102E+00	43
Q9I786	3edt-assembly2.cif.gz_D	0.169	125	94	0	1	114	3	127	2.247E+00	43
Q9I786	5a7d-assembly4.cif.gz_D	0.144	108	87	0	5	112	20	122	2.247E+00	43
Q9I786	3q15-assembly1.cif.gz_A-2	0.170	85	63	0	39	115	179	263	6.355E+00	43
Q9I786	4g1t-assembly1.cif.gz_B	0.121	113	96	0	6	115	163	275	2.648E+00	43
Q9I786	6voa-assembly1.cif.gz_F	0.114	69	58	0	44	112	167	232	7.489E+00	43
Q9I786	6id0-assembly1.cif.gz_J	0.125	143	100	0	1	115	9	151	7.947E-01	43
Q9I786	7owv-assembly1.cif.gz_B	0.121	69	59	0	39	106	70	138	5.393E+00	42
Q9I786	5m72-assembly1.cif.gz_A	0.109	86	73	0	33	115	6	91	4.834E+00	42
Q9I786	3wxx-assembly2.cif.gz_C	0.136	144	93	0	6	114	2	145	1.373E+00	42
Q9I786	4apo-assembly2.cif.gz_B	0.127	109	94	0	6	114	32	140	4.577E+00	42
Q9I786	7kat-assembly1.cif.gz_F	0.115	164	99	0	1	113	19	182	1.532E+00	42
Q9I786	5o09-assembly1.cif.gz_1C	0.171	74	57	0	33	102	164	237	6.355E+00	42
Q9I786	5o01-assembly2.cif.gz_B	0.171	74	57	0	33	102	164	237	6.017E+00	42
Q9I786	3ceq-assembly1.cif.gz_B	0.184	125	93	0	1	115	5	129	3.296E+00	42
Q9I786	3cvq-assembly1.cif.gz_A	0.125	56	44	0	44	99	167	217	8.355E+00	42
Q9I786	7zub-assembly1.cif.gz_C	0.123	105	91	0	10	114	182	286	4.834E+00	42
Q9I786	7msp-assembly2.cif.gz_B	0.148	72	58	0	44	112	228	299	3.884E+00	42
Q9I786	4gpk-assembly2.cif.gz_H	0.091	83	70	0	39	116	211	293	7.489E+00	42
Q9I786	6p6k-assembly1.cif.gz_A	0.136	124	94	0	6	115	297	420	4.577E+00	42
Q9I786	4reb-assembly1.cif.gz_H	0.160	123	75	0	23	112	194	316	3.481E+00	42
Q9I786	5vie-assembly1.cif.gz_C	0.148	54	41	0	46	99	69	117	6.712E+00	42
Q9I786	5wrw-assembly2.cif.gz_D	0.086	88	80	0	28	115	2	89	6.017E+00	41
Q9I786	2yhc-assembly1.cif.gz_A	0.191	108	84	0	5	112	22	126	2.954E+00	41
Q9I786	6eou-assembly1.cif.gz_A	0.184	108	87	0	5	112	70	177	1.373E+00	41
Q9I786	3rib-assembly2.cif.gz_B	0.147	92	73	0	32	117	326	417	4.102E+00	41
Q9I786	4abn-assembly2.cif.gz_B	0.212	47	34	0	67	110	224	270	7.489E+00	41
Q9I786	5l9t-assembly1.cif.gz_H	0.169	71	53	0	45	115	401	465	9.321E+00	41
Q9I786	8tau-assembly1.cif.gz_U	0.200	82	64	0	34	114	442	523	9.845E+00	41
Q9I786	7eaw-assembly1.cif.gz_A	0.125	32	26	0	70	101	338	368	8.355E+00	41
Q9I786	6qdv-assembly1.cif.gz_S	0.096	140	100	0	4	115	15	154	1.907E+00	41
Q9I786	7qij-assembly2.cif.gz_NC	0.109	80	67	0	35	114	7	82	8.824E+00	40
Q9I786	4ymr-assembly1.cif.gz_A	0.073	68	58	0	34	97	6	73	9.321E+00	40
Q9I786	2hr2-assembly2.cif.gz_B	0.158	102	69	0	33	115	15	116	6.355E+00	40
Q9I786	1wy6-assembly1.cif.gz_A	0.111	62	52	0	46	107	99	158	4.834E+00	40
Q9I786	1e96-assembly1.cif.gz_B	0.102	95	75	0	32	115	74	168	7.910E+00	40
Q9I786	4aez-assembly1.cif.gz_C	0.066	45	41	0	70	114	144	188	9.321E+00	40
Q9I786	7w5m-assembly1.cif.gz_A	0.050	77	64	0	45	112	77	153	9.321E+00	40
Q9I786	5ojf-assembly3.cif.gz_C	0.175	89	62	0	39	114	57	145	4.834E+00	40
Q9I786	1xnf-assembly1.cif.gz_B	0.157	112	86	0	1	112	15	117	3.677E+00	40
Q9I786	3u3w-assembly1.cif.gz_B	0.146	75	60	0	40	110	205	279	8.824E+00	40
Q9I786	7msk-assembly1.cif.gz_B	0.152	100	82	0	10	109	245	342	6.355E+00	40
Q9I786	3tg5-assembly1.cif.gz_A	0.096	104	81	0	10	100	264	367	3.296E+00	40
Q9I786	7t7t-assembly2.cif.gz_B	0.164	77	58	0	45	114	195	271	9.321E+00	40
Q9I786	3fp3-assembly1.cif.gz_A	0.200	50	38	0	68	115	292	341	9.321E+00	40
Q9I786	7kzv-assembly1.cif.gz_G	0.112	138	95	0	5	112	393	530	4.102E+00	40
Q9I786	8c6j-assembly1.cif.gz_S	0.102	137	101	0	4	116	15	151	2.128E+00	40
Q9I786	6ppl-assembly1.cif.gz_B	0.139	108	90	0	5	112	234	339	5.696E+00	40
Q9I786	8fuf-assembly1.cif.gz_A	0.153	52	39	0	48	99	90	136	7.489E+00	40
Q9I786	4hnx-assembly1.cif.gz_A	0.154	107	89	0	8	114	163	268	6.355E+00	40
Q9I786	5k04-assembly1.cif.gz_A	0.131	99	74	0	7	105	12	97	2.797E+00	40
Q9I786	2mv3-assembly1.cif.gz_A	0.150	73	53	0	33	95	10	82	1.618E+00	39
Q9I786	1iyg-assembly1.cif.gz_A	0.151	74	61	0	45	117	58	131	8.824E+00	39
Q9I786	3ro3-assembly1.cif.gz_A	0.142	82	67	0	31	112	10	88	8.355E+00	39
Q9I786	1wm5-assembly1.cif.gz_A	0.104	93	74	0	20	112	1	84	9.321E+00	39
Q9I786	7qtt-assembly1.cif.gz_X	0.056	117	106	0	5	117	96	212	4.102E+00	39
Q9I786	4fsc-assembly2.cif.gz_B	0.066	120	102	0	7	116	115	234	8.355E+00	39
Q9I786	7adp-assembly1.cif.gz_B	0.149	84	67	0	32	115	46	125	4.834E+00	39
Q9I786	6swu-assembly1.cif.gz_B	0.148	73	60	0	32	102	10	82	8.824E+00	39
Q9I786	1fch-assembly1.cif.gz_A	0.174	85	69	0	31	115	119	203	6.355E+00	39
Q9I786	6t46-assembly2.cif.gz_G	0.133	129	96	0	1	112	42	170	3.884E+00	39
Q9I786	8glv-assembly1.cif.gz_Lf	0.260	85	61	0	31	115	277	359	2.648E+00	39
Q9I786	6c6k-assembly1.cif.gz_A	0.182	99	62	0	39	115	246	344	2.954E+00	39
Q9I786	8pkp-assembly1.cif.gz_J	0.172	85	63	0	30	114	316	392	5.696E+00	39
Q9I786	8tau-assembly1.cif.gz_P	0.144	83	62	0	30	112	2	74	7.090E+00	39
Q9I786	8pkp-assembly1.cif.gz_U	0.130	151	92	0	6	112	29	179	1.618E+00	39
Q9I786	4rec-assembly1.cif.gz_A	0.153	123	75	0	23	112	201	323	3.884E+00	39
Q9I786	8arb-assembly3.cif.gz_E	0.122	49	42	0	68	116	8	56	9.321E+00	38
Q9I786	4pjs-assembly1.cif.gz_A	0.189	67	53	0	50	116	110	175	2.128E+00	38
Q9I786	8sah-assembly1.cif.gz_B	0.173	108	83	0	6	113	2	102	3.481E+00	38
Q9I786	7wzb-assembly1.cif.gz_B	0.168	85	68	0	33	115	11	95	4.333E+00	38
Q9I786	3nf1-assembly1.cif.gz_A	0.190	63	48	0	39	98	117	179	8.824E+00	38
Q9I786	4zlh-assembly1.cif.gz_A	0.134	78	60	0	46	115	86	163	4.834E+00	38
Q9I786	4wnd-assembly1.cif.gz_A	0.184	63	50	0	39	100	265	327	9.321E+00	38
Q9I786	5aio-assembly1.cif.gz_A	0.158	63	50	0	50	112	84	143	8.824E+00	38
Q9I786	5y7q-assembly1.cif.gz_A	0.173	109	88	0	7	114	215	323	4.333E+00	38
Q9I786	5xjc-assembly1.cif.gz_J	0.116	111	94	0	4	114	13	119	2.128E+00	38
Q9I786	4ric-assembly1.cif.gz_A	0.157	127	78	0	20	112	210	336	5.393E+00	38
Q9I786	4ric-assembly2.cif.gz_B	0.157	127	78	0	20	112	210	336	5.106E+00	38
Q9I786	6lk8-assembly1.cif.gz_E	0.178	28	22	0	66	93	774	801	9.845E+00	38
Q9I786	1nzn-assembly1.cif.gz_A	0.114	112	94	0	5	116	16	122	7.910E+00	37
Q9I786	2lah-assembly1.cif.gz_A	0.131	141	95	0	5	114	15	155	2.797E+00	37
Q9I786	4ozs-assembly1.cif.gz_A	0.188	53	40	0	47	96	118	170	6.355E+00	37
Q9I786	6sgb-assembly1.cif.gz_FX	0.136	69	57	0	49	115	75	143	5.696E+00	37
Q9I786	3cvl-assembly1.cif.gz_A	0.206	92	63	0	24	115	112	191	6.712E+00	37
Q9I786	3e6u-assembly2.cif.gz_C	0.119	134	96	0	5	114	47	180	4.102E+00	37
Q9I786	7e2c-assembly1.cif.gz_J	0.040	49	37	0	70	109	200	248	7.910E+00	37
Q9I786	7v6q-assembly2.cif.gz_H	0.222	81	51	0	50	115	113	193	2.014E+00	36
Q9I786	4bt8-assembly1.cif.gz_A	0.128	117	92	0	5	111	105	221	5.106E+00	36
Q9I786	6ejn-assembly1.cif.gz_B	0.177	117	87	0	8	114	30	146	4.102E+00	36
Q9I786	3q15-assembly2.cif.gz_B-3	0.170	85	63	0	39	115	149	233	9.845E+00	36
Q9I786	4gpk-assembly1.cif.gz_D	0.095	109	94	0	4	112	58	162	7.090E+00	36
Q9I786	5i9d-assembly1.cif.gz_A	0.166	89	66	0	5	93	23	102	5.106E+00	36
Q9I786	5i9h-assembly1.cif.gz_A	0.169	53	40	0	41	93	159	207	7.489E+00	36
Q9I786	6q6h-assembly1.cif.gz_Y	0.130	125	82	0	5	99	20	144	1.166E+00	36
Q9I786	6id1-assembly1.cif.gz_J	0.113	114	98	0	1	114	9	119	2.128E+00	36
Q9I786	4ry3-assembly1.cif.gz_A	0.141	161	96	0	5	117	167	327	4.834E+00	36
Q9I786	4rib-assembly2.cif.gz_B	0.156	141	86	0	10	112	196	336	6.355E+00	36
Q9I786	8qcb-assembly1.cif.gz_B	0.148	73	57	0	40	112	242	309	9.845E+00	36
Q9I786	8bda-assembly1.cif.gz_E	0.151	63	46	0	45	99	706	768	4.834E+00	36
Q9I786	2oeq-assembly1.cif.gz_B	0.121	109	91	0	5	113	3	107	1.907E+00	35
Q9I786	3upv-assembly1.cif.gz_A	0.142	76	64	0	41	116	50	125	9.845E+00	35
Q9I786	6px0-assembly1.cif.gz_A	0.123	113	94	0	5	112	20	132	3.677E+00	35
Q9I786	4wn4-assembly2.cif.gz_B	0.154	77	61	0	41	117	138	210	2.797E+00	35
Q9I786	4d18-assembly2.cif.gz_J	0.172	58	43	0	49	101	171	228	7.489E+00	35
Q9I786	4o6f-assembly1.cif.gz_A	0.150	86	71	0	32	115	342	427	7.489E+00	35
Q9I786	5khu-assembly1.cif.gz_P	0.122	95	70	0	5	99	279	359	8.355E+00	35
Q9I786	7qij-assembly2.cif.gz_OC	0.119	79	65	0	41	115	17	95	8.355E+00	34
Q9I786	8g53-assembly1.cif.gz_A	0.181	66	49	0	46	111	111	171	9.321E+00	34
Q9I786	4pjq-assembly2.cif.gz_B	0.141	113	88	0	5	117	107	210	4.102E+00	34
Q9I786	3q5m-assembly1.cif.gz_A	0.173	104	83	0	12	112	34	137	5.696E+00	34
Q9I786	5ftp-assembly1.cif.gz_B	0.195	78	62	0	35	112	83	160	9.321E+00	34
Q9I786	3zn3-assembly1.cif.gz_A-2	0.178	108	84	0	5	112	60	162	6.017E+00	34
Q9I786	8d0v-assembly2.cif.gz_B	0.141	132	92	0	5	112	38	169	4.834E+00	34
Q9I786	7x9r-assembly1.cif.gz_A	0.133	87	67	0	37	114	25	111	6.712E+00	34
Q9I786	6q6h-assembly1.cif.gz_V	0.176	93	75	0	7	99	179	270	6.017E+00	34
Q9I786	4ria-assembly2.cif.gz_B	0.149	127	78	0	20	112	210	336	8.824E+00	34
Q9I786	6g7b-assembly2.cif.gz_A	0.100	114	85	0	5	99	9	122	4.577E+00	33
Q9I786	5dbk-assembly1.cif.gz_B	0.128	108	92	0	5	112	26	132	8.355E+00	33
Q9I786	5aem-assembly1.cif.gz_A	0.123	102	82	0	10	111	19	112	8.355E+00	33
Q9I786	5l9u-assembly1.cif.gz_P	0.131	136	81	0	6	99	28	163	1.532E+00	33
Q9I786	5khr-assembly1.cif.gz_C	0.133	153	92	0	6	112	28	180	3.884E+00	33
Q9I786	8bbe-assembly1.cif.gz_D	0.124	132	96	0	5	115	134	265	8.824E+00	33
Q9I786	5vie-assembly1.cif.gz_A	0.152	55	45	0	45	99	26	79	8.824E+00	33
Q9I786	7qij-assembly1.cif.gz_FC	0.108	96	81	0	24	115	1	96	8.355E+00	32
Q9I786	5hx1-assembly2.cif.gz_B	0.141	78	65	0	10	87	7	83	5.106E+00	32
Q9I786	7wzb-assembly1.cif.gz_A	0.170	84	67	0	33	114	9	92	7.910E+00	32
Q9I786	4wng-assembly1.cif.gz_A	0.135	92	77	0	24	115	1	90	7.910E+00	32
Q9I786	5a7d-assembly2.cif.gz_E	0.148	111	89	0	2	112	19	124	6.712E+00	32
Q9I786	5i9g-assembly1.cif.gz_C	0.175	88	66	0	10	97	2	82	6.712E+00	32
Q9I786	8glv-assembly1.cif.gz_Le	0.116	112	90	0	1	112	101	203	7.910E+00	32
Q9I786	4m57-assembly1.cif.gz_A	0.173	93	69	0	4	96	227	310	6.017E+00	32
Q9I786	8arc-assembly2.cif.gz_C	0.114	100	82	0	22	115	1	100	9.845E+00	31
Q9I786	4j8d-assembly2.cif.gz_B	0.168	92	70	0	18	102	9	100	4.333E+00	31
Q9I786	6qzr-assembly2.cif.gz_D-3	0.103	74	62	0	45	114	142	215	6.712E+00	31
Q9I786	5ftp-assembly1.cif.gz_A	0.139	143	92	0	5	112	19	161	2.954E+00	31
Q9I786	1qz2-assembly1.cif.gz_C	0.119	121	95	0	6	114	145	265	8.824E+00	31
Q9I786	5orm-assembly1.cif.gz_A	0.152	110	85	0	5	114	249	349	4.834E+00	31
Q9I786	5i9f-assembly1.cif.gz_A	0.175	105	85	0	11	114	2	106	7.910E+00	31
Q9I786	7w5a-assembly1.cif.gz_J	0.097	137	99	0	5	115	15	151	5.106E+00	31
Q9I786	5hwu-assembly1.cif.gz_A	0.150	80	66	0	8	87	4	82	6.355E+00	30
Q9I786	7r1w-assembly1.cif.gz_D	0.192	112	86	0	5	112	29	140	8.824E+00	30
Q9I786	5khu-assembly1.cif.gz_H	0.193	93	68	0	5	97	394	478	9.321E+00	30
Q9I786	5z56-assembly1.cif.gz_J	0.119	85	70	0	31	115	34	114	4.577E+00	30
Q9I786	7rqf-assembly2.cif.gz_B	0.112	130	94	0	6	112	84	213	5.393E+00	30
Q9I786	6au8-assembly1.cif.gz_A	0.100	73	65	0	30	102	1	73	9.845E+00	29
Q9I786	7w59-assembly1.cif.gz_J	0.111	108	92	0	7	114	15	119	6.017E+00	29
Q9I786	2vix-assembly1.cif.gz_A	0.193	62	49	0	55	116	20	81	6.712E+00	28
Q9I786	7w5b-assembly1.cif.gz_J	0.097	137	99	0	5	115	15	151	7.489E+00	28
Q9I786	2kj8-assembly1.cif.gz_A	0.114	103	77	0	28	115	3	105	4.333E+00	27
Q9I786	2yfd-assembly1.cif.gz_D	0.153	78	64	0	10	87	8	84	9.321E+00	27
Q9I786	2yeu-assembly3.cif.gz_F	0.151	79	65	0	9	87	15	92	8.824E+00	27
Q9I786	6fbw-assembly1.cif.gz_A	0.179	85	67	0	31	115	12	94	8.355E+00	27
Q9I786	6zym-assembly1.cif.gz_O	0.130	108	84	0	18	114	1	108	6.355E+00	27
Q9I786	6yvg-assembly1.cif.gz_A	0.137	97	70	0	32	113	125	221	9.321E+00	27
Q9I786	6bk8-assembly1.cif.gz_T	0.163	107	82	0	8	114	4	102	7.910E+00	27
Q9I786	5mqf-assembly1.cif.gz_O	0.105	114	98	0	1	114	13	123	5.696E+00	27
Q9I786	7e94-assembly1.cif.gz_U	0.111	108	89	0	2	109	148	248	5.696E+00	27
Q9I786	5hva-assembly1.cif.gz_A	0.135	81	63	0	7	87	12	85	8.355E+00	26
Q9I786	6lg2-assembly1.cif.gz_B	0.095	110	93	0	6	115	71	174	4.102E+00	26
Q9I786	5z7b-assembly1.cif.gz_A	0.118	110	85	0	6	115	79	175	4.834E+00	26
Q9I786	7fiv-assembly1.cif.gz_A	0.169	59	39	0	65	112	323	381	7.090E+00	26
Q9I786	6q6h-assembly1.cif.gz_U	0.128	137	81	0	6	99	28	164	5.696E+00	26
Q9I786	5hwu-assembly1.cif.gz_B	0.135	102	75	0	9	96	6	107	7.489E+00	25
Q9I786	2qqy-assembly1.cif.gz_A	0.136	110	92	0	7	114	20	129	3.884E+00	25
Q9I786	7c0q-assembly2.cif.gz_B	0.136	117	96	0	2	113	106	222	9.845E+00	25
Q9I786	4wsl-assembly1.cif.gz_A	0.160	99	69	0	5	103	124	206	7.910E+00	25
Q9I786	1b89-assembly1.cif.gz_A	0.186	92	65	0	32	112	86	177	9.321E+00	25
Q9I786	7pua-assembly1.cif.gz_DH	0.204	118	80	0	15	115	16	133	5.106E+00	25
Q9I786	1z19-assembly1.cif.gz_A-2	0.141	76	61	0	33	104	9	84	7.910E+00	24
Q9I786	6tnt-assembly1.cif.gz_F	0.107	111	98	0	5	115	76	186	6.355E+00	24
Q9I786	6sgb-assembly1.cif.gz_DH	0.221	107	71	0	21	112	1	107	5.393E+00	24
Q9I786	7aju-assembly1.cif.gz_UB	0.079	135	107	0	1	117	113	247	7.910E+00	24
Q9I786	3mkq-assembly2.cif.gz_A	0.154	116	94	0	5	116	662	777	6.017E+00	24
Q9I786	6lg2-assembly1.cif.gz_A	0.095	110	93	0	6	115	66	169	6.355E+00	23
Q9I786	5cqs-assembly1.cif.gz_D	0.125	89	73	0	29	112	83	171	8.824E+00	23
Q9I786	3zc0-assembly2.cif.gz_B	0.134	83	66	0	30	112	1	77	9.845E+00	21
Q9I786	1z19-assembly1.cif.gz_B-2	0.150	100	68	0	5	104	4	84	9.321E+00	21
Q9I786	1z1g-assembly1.cif.gz_C	0.163	117	85	0	3	104	34	150	7.910E+00	21
Q9I786	1z1b-assembly1.cif.gz_B	0.160	117	85	0	2	103	34	150	7.090E+00	21
Q9I786	3mkq-assembly1.cif.gz_E	0.111	144	99	0	4	115	605	748	8.824E+00	21
Q9I786	4u59-assembly1.cif.gz_A	0.152	89	75	0	9	97	1174	1262	9.321E+00	19
Q9I786	3hiu-assembly1.cif.gz_B	0.120	110	93	0	6	115	19	125	9.321E+00	16
Q9I786	5x11-assembly1.cif.gz_A	0.144	101	81	0	9	109	80	175	7.910E+00	16
Q9I786	4pw8-assembly1.cif.gz_C	0.104	110	97	0	8	117	178	286	9.845E+00	15
